[2026-04-07 14:52:17 +0000] [7] [INFO] Starting gunicorn 23.0.0
[2026-04-07 14:52:17 +0000] [7] [INFO] Listening at: http://0.0.0.0:9000 (7)
[2026-04-07 14:52:17 +0000] [7] [INFO] Using worker: gthread
[2026-04-07 14:52:17 +0000] [8] [INFO] Booting worker with pid: 8
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "GET /test-bucket/StreamingWritesFailureTestg51xr%2Ffoo1 HTTP/1.1" 200 0 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestg51xr%2Ffoo1%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 196 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-c9c735b3)"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestg51xr%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 200 2232 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-c9c735b3)"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestg51xr%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 200 2232 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-c9c735b3)"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=1775573537679&ifMetagenerationMatch=1&name=StreamingWritesFailureTestg51xr%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-c9c735b3)"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=fc6b3453d22237ebafa8b203056e5b4c323b1d777e172ddec51be6eb01f942c5 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-c9c735b3)"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "POST /retry_test HTTP/1.1" 200 143 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=fc6b3453d22237ebafa8b203056e5b4c323b1d777e172ddec51be6eb01f942c5 HTTP/1.1" 412 84 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-c9c735b3)"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "GET /test-bucket/StreamingWritesFailureTestg51xr%2Ffoo1 HTTP/1.1" 200 0 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestg51xr%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 200 2232 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-c9c735b3)"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=1775573537679&ifMetagenerationMatch=1&name=StreamingWritesFailureTestg51xr%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-c9c735b3)"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=7eb53a66b08a943b37aa808fa5a1c5e3208d5d2fde2c374a6d300bbf207a2bfa HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-c9c735b3)"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=7eb53a66b08a943b37aa808fa5a1c5e3208d5d2fde2c374a6d300bbf207a2bfa HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-c9c735b3)"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=7eb53a66b08a943b37aa808fa5a1c5e3208d5d2fde2c374a6d300bbf207a2bfa HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-c9c735b3)"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=7eb53a66b08a943b37aa808fa5a1c5e3208d5d2fde2c374a6d300bbf207a2bfa HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-c9c735b3)"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=7eb53a66b08a943b37aa808fa5a1c5e3208d5d2fde2c374a6d300bbf207a2bfa HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-c9c735b3)"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=7eb53a66b08a943b37aa808fa5a1c5e3208d5d2fde2c374a6d300bbf207a2bfa HTTP/1.1" 200 2389 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-c9c735b3)"
127.0.0.1 - - [07/Apr/2026:14:52:58 +0000] "GET /test-bucket/StreamingWritesFailureTestg51xr%2Ffoo1 HTTP/1.1" 200 5242880 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestrjjhq?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 190 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestrjjhq%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 191 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestrjjhq%2F&prettyPrint=false&projection=full&uploadType=multipart HTTP/1.1" 200 2208 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "GET /storage/v1/b/test-bucket/o?alt=json&delimiter=%2F&endOffset=&fields=nextPageToken%2Cprefixes%2Citems%28metadata%2CcontentEncoding%2Ccrc32c%2Cname%2Csize%2Cgeneration%2Cmetageneration%2Cupdated%29&includeFoldersAsPrefixes=false&includeTrailingDelimiter=true&matchGlob=&maxResults=5000&pageToken=&prefix=StreamingWritesFailureTestrjjhq%2F&prettyPrint=false&projection=noAcl&startOffset=&versions=false HTTP/1.1" 200 321 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "GET /storage/v1/b/test-bucket?alt=json&prettyPrint=false&projection=full HTTP/1.1" 200 2636 "-" "google-api-go-client/0.5"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestrjjhq%2Ffoo1&prettyPrint=false&projection=full&uploadType=multipart HTTP/1.1" 200 2232 "-" "google-api-go-client/0.5"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "GET /test-bucket/StreamingWritesFailureTestrjjhq%2Ffoo1 HTTP/1.1" 200 0 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestrjjhq%2Ffoo1%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 196 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestrjjhq%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 200 2232 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestrjjhq%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 200 2232 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=1775573537682&ifMetagenerationMatch=1&name=StreamingWritesFailureTestrjjhq%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=b647e6030f5d6e0bff01198b2b602fe96f86513a5dd47c8189985bd9c5acb697 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "POST /retry_test HTTP/1.1" 200 143 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=b647e6030f5d6e0bff01198b2b602fe96f86513a5dd47c8189985bd9c5acb697 HTTP/1.1" 412 84 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "GET /test-bucket/StreamingWritesFailureTestrjjhq%2Ffoo1 HTTP/1.1" 200 0 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestrjjhq%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 200 2232 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestrjjhq%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 200 2232 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=1775573537682&ifMetagenerationMatch=1&name=StreamingWritesFailureTestrjjhq%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=71a6766e8a15d4dcbf2b622be822028cf428a67bc71ec3ddf7db395b7aa1ba2e HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=71a6766e8a15d4dcbf2b622be822028cf428a67bc71ec3ddf7db395b7aa1ba2e HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=71a6766e8a15d4dcbf2b622be822028cf428a67bc71ec3ddf7db395b7aa1ba2e HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=71a6766e8a15d4dcbf2b622be822028cf428a67bc71ec3ddf7db395b7aa1ba2e HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=71a6766e8a15d4dcbf2b622be822028cf428a67bc71ec3ddf7db395b7aa1ba2e HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:01 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=71a6766e8a15d4dcbf2b622be822028cf428a67bc71ec3ddf7db395b7aa1ba2e HTTP/1.1" 200 2389 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5c9ea1bb)"
127.0.0.1 - - [07/Apr/2026:14:53:02 +0000] "GET /test-bucket/StreamingWritesFailureTestrjjhq%2Ffoo1 HTTP/1.1" 200 5242880 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestj2d4u?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 190 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-20ce2749)"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestj2d4u%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 191 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-20ce2749)"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestj2d4u%2F&prettyPrint=false&projection=full&uploadType=multipart HTTP/1.1" 200 2208 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-20ce2749)"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "GET /storage/v1/b/test-bucket/o?alt=json&delimiter=%2F&endOffset=&fields=nextPageToken%2Cprefixes%2Citems%28generation%2Cmetageneration%2Cupdated%2Cmetadata%2CcontentEncoding%2Ccrc32c%2Cname%2Csize%29&includeFoldersAsPrefixes=false&includeTrailingDelimiter=true&matchGlob=&maxResults=5000&pageToken=&prefix=StreamingWritesFailureTestj2d4u%2F&prettyPrint=false&projection=noAcl&startOffset=&versions=false HTTP/1.1" 200 321 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-20ce2749)"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestj2d4u%2Ffoo1%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 196 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-20ce2749)"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestj2d4u%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-20ce2749)"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestj2d4u%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "google-api-go-client/0.5"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestj2d4u%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-20ce2749)"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=06f6435a935d6059b11957e9bcbd305e7f737584215a1839d2e32e00252cce5a HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-20ce2749)"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "POST /retry_test HTTP/1.1" 200 143 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=06f6435a935d6059b11957e9bcbd305e7f737584215a1839d2e32e00252cce5a HTTP/1.1" 412 84 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-20ce2749)"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestj2d4u%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "google-api-go-client/0.5"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestj2d4u%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-20ce2749)"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=224e2f4c835325456cbad4d8a1f17715e4532175afb5b7d16d4e0cc5e24b009b HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-20ce2749)"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=224e2f4c835325456cbad4d8a1f17715e4532175afb5b7d16d4e0cc5e24b009b HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-20ce2749)"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=224e2f4c835325456cbad4d8a1f17715e4532175afb5b7d16d4e0cc5e24b009b HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-20ce2749)"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=224e2f4c835325456cbad4d8a1f17715e4532175afb5b7d16d4e0cc5e24b009b HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-20ce2749)"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=224e2f4c835325456cbad4d8a1f17715e4532175afb5b7d16d4e0cc5e24b009b HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-20ce2749)"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=224e2f4c835325456cbad4d8a1f17715e4532175afb5b7d16d4e0cc5e24b009b HTTP/1.1" 200 2388 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-20ce2749)"
127.0.0.1 - - [07/Apr/2026:14:53:05 +0000] "GET /test-bucket/StreamingWritesFailureTestj2d4u%2Ffoo1 HTTP/1.1" 200 5242880 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestf47n9%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 191 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestf47n9?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 190 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestf47n9%2F&prettyPrint=false&projection=full&uploadType=multipart HTTP/1.1" 200 2208 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "GET /storage/v1/b/test-bucket/o?alt=json&delimiter=%2F&endOffset=&fields=nextPageToken%2Cprefixes%2Citems%28contentEncoding%2Ccrc32c%2Cname%2Csize%2Cgeneration%2Cmetageneration%2Cupdated%2Cmetadata%29&includeFoldersAsPrefixes=false&includeTrailingDelimiter=true&matchGlob=&maxResults=5000&pageToken=&prefix=StreamingWritesFailureTestf47n9%2F&prettyPrint=false&projection=noAcl&startOffset=&versions=false HTTP/1.1" 200 321 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestf47n9%2Ffoo1%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 196 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestf47n9%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestf47n9%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "google-api-go-client/0.5"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestf47n9%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=7c874dbecce8b2fa86b890148d91a83b348f20b9030164b1093c97c4be54b3ed HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "POST /retry_test HTTP/1.1" 200 143 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=7c874dbecce8b2fa86b890148d91a83b348f20b9030164b1093c97c4be54b3ed HTTP/1.1" 412 84 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestf47n9%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "google-api-go-client/0.5"
